"DocType:","Generic Drug Name","","","","","","","","","","","","~","Generic Drug Formula Link","preparation","~","Generic Drug Route","route","~","Generic Drug UOM","drug_uom","","~","Generic Name Formulation","generic_name_formulation","","","","","","","","","","","~","Age Weight Band Details","ageweight_band","","","","","","","","","","","","","","","","","~","GCH Standard Guideline Detail","gch_standard_treatment_guideline_detail","","","","","","","~","GCH Standard Guideline Detail","diagnosis","","","","","",""
"Column Labels:","ID","Code","Generic Name","Main Category","Classification","Sub Classification","Is Triage Medication","Is Controlled Drug","Is High Alert","Emergency Medication","Kranium Code","Kranium Name","","ID","Generic Drug Formula","","ID","Drug Route","","ID","Preparation","UOM","","ID","Route","Preparation","Min Dose","Max Dose","UOM","Absolute Max","Frequency","Period Type","Min Duration","Max Duration","Label","","ID","Route","Preparation","A. Operation","Age","Type","W/A. Operation","W. Operation","Min Dose","Max Dose","UOM","Weight","Absolute Max","Frequency","Period","Min Duration","Max Duration","Label","","ID","Formula","Generic Drug Name","Medical code","Diagnosis","Code","Generic Drug","Description","","ID","Formula","Generic Drug Name","Medical code","Diagnosis","Code","Generic Drug","Description"
"Column Name:","name","code","generic_name","main_category","classification","sub_classification","is_triage_medication","is_controlled_drug","is_high_alert","emergency_medication","kranium_code","kranium_name","~","name","generic_drug_formula","~","name","drug_route","~","name","preparation","uom","~","name","route","preparation","minimum_dose","maximum_dose","uom","absolute_maximum","frequency","period_type","min_duration","max_duration","label","~","name","route","preparation","a_operation","age","type","wa_operation","w_operation","min_dose","max_dose","uom","weight","absolute_max","frequency","period","min_duration","max_duration","label","~","name","treatment_option","generic_drug_name","medical_code","standard_treatment","code","generic_drug","description","~","name","treatment_option","generic_drug_name","medical_code","standard_treatment","code","generic_drug","description"
"Mandatory:","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","","Yes","Yes","","Yes","Yes","","Yes","No","No","","Yes","No","No","No","No","No","No","No","No","No","No","No","","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","","Yes","Yes","No","No","No","No","No","No","","Yes","Yes","No","No","No","No","No","No"
"Type:","Data","Link","Data","Link","Select","Select","Check","Check","Check","Check","Data","Data","","Data","Link","","Data","Link","","Data","Link","Link","","Data","Link","Link","Float","Float","Link","Float","Int","Select","Int","Int","Data","","Data","Link","Link","Select","Data","Select","Select","Select","Data","Data","Link","Data","Data","Int","Select","Int","Int","Data","","Data","Link","Data","Link","Link","Data","Link","Data","","Data","Link","Data","Link","Link","Data","Link","Data"
"Info:","","Valid Medical Code","","Valid Generic Main Category","","","0 or 1","0 or 1","0 or 1","0 or 1","","","","","Valid Drug Formula","","","Valid Drug Route","","","Valid Drug Formula","Valid UOM","","","Valid Drug Route","Valid Drug Formula","","","Valid UOM","","Integer","One of: Hours, Days, Weeks","Integer","Integer","","","","Valid Drug Route","Valid Drug Formula","One of: Equal to, Less than, Less than or equal to, Greater than, Greater than or equal to","","One of: Days, Weeks, Months, Years","One of: Or, And","One of: Equal to, Less than, Less than or equal to, Greater than, Greater than or equal to","","","Valid UOM","","","Integer","One of: Day, Week, Month, Year","Integer","Integer","","","","Valid Drug Formula","","Valid Medical Code","Valid GCH Standard Treatment Guideline","","Valid Generic Drug Name","","","","Valid Drug Formula","","Valid Medical Code","Valid GCH Standard Treatment Guideline","","Valid Generic Drug Name",""
"Start entering data below this line"
"","""ATC A12CC - Magnesium""","ATC A12CC","Magnesium","UploadData","UploadData","",0,0,0,0,"GEN279819","Magnesium","","""4606e6c807""","UploadData","","""f3ed7e6d0a""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A11HA05 - biotin""","ATC A11HA05","biotin","UploadData","UploadData","",0,0,0,0,"GEN272758","Biotin","","""cfd75a7b23""","UploadData","","""1a46d0d763""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC G04BE08 - tadalafil""","ATC G04BE08","tadalafil","UploadData","UploadData","",0,0,0,0,"GEN268649","Tadalafil","","""1737bcdcfd""","UploadData","","""e9da6509c7""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC L02BG03 - anastrozole""","ATC L02BG03","anastrozole","UploadData","UploadData","",0,0,0,0,"GEN257927","Anastrozole","","""edea9cb26f""","UploadData","","""6bb1bd6b48""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC B01AD11 - tenecteplase""","ATC B01AD11","tenecteplase","UploadData","UploadData","",0,0,0,0,"GEN252599","Tenecteplase","","""3c61b8a706""","UploadData","","""4f973a964d""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC S01EE01 - latanoprost""","ATC S01EE01","latanoprost","UploadData","UploadData","",0,0,0,0,"GEN241000","Latanoprost","","""22119b3647""","UploadData","","""91a04dbdbd""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A10BH01 - sitagliptin""","ATC A10BH01","sitagliptin","UploadData","UploadData","",0,0,0,0,"GEN240979","Sitagliptin","","""aa0061e18f""","UploadData","","""05d231e681""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A10BJ02 - liraglutide""","ATC A10BJ02","liraglutide","UploadData","UploadData","",0,0,0,0,"GEN240945","Liraglutide","","""2c0df54766""","UploadData","","""2afa81766d""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N05CM18 - dexmedetomidine""","ATC N05CM18","dexmedetomidine","UploadData","UploadData","",0,0,0,0,"GEN217380","DEXMEDETOMIDINE","","""2880d0a24d""","UploadData","","""2b69864eb3""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C01CE02 - milrinone""","ATC C01CE02","milrinone","UploadData","UploadData","",0,0,0,0,"GEN217354","MILRINONE","","""be1d6ad7e7""","UploadData","","""896976f5fc""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC L01EX02 - sorafenib""","ATC L01EX02","sorafenib","UploadData","UploadData","",0,0,0,0,"GEN208244","Sorafenib","","""d2b9b43bf7""","UploadData","","""a52b6d7f09""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC D08AX06 - potassium permanganate""","ATC D08AX06","potassium permanganate","UploadData","UploadData","",0,0,0,0,"GEN207016","Potassium permanganate","","""7b6252a895""","UploadData","","""493e448bde""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C01EB17 - ivabradine""","ATC C01EB17","ivabradine","UploadData","UploadData","",0,0,0,0,"GEN202867","Ivabradine","","""c08310c1aa""","UploadData","","""30bfeab0ae""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C01CA06 - phenylephrine""","ATC C01CA06","phenylephrine","UploadData","UploadData","",0,0,0,0,"GEN194698","Phenylephrine","","""5284736a68""","UploadData","","""5431ab58e0""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A03FA07 - itopride""","ATC A03FA07","itopride","UploadData","UploadData","",0,0,0,0,"GEN191386","Itopride","","""4bc9566a5d""","UploadData","","""0447ff595d""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N06DA02 - donepezil""","ATC N06DA02","donepezil","UploadData","UploadData","",0,0,0,0,"GEN183616","Donepezil","","""76f5b48d67""","UploadData","","""1309cf0215""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC G02AD01 - dinoprost""","ATC G02AD01","dinoprost","UploadData","UploadData","",0,0,0,0,"GEN175982","Dinoprost","","""c462815397""","UploadData","","""a574cb4040""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A07AA11 - rifaximin""","ATC A07AA11","rifaximin","UploadData","UploadData","",0,0,0,0,"GEN153481","Rifaximin","","""af794ef48a""","UploadData","","""04bf39cc6c""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC L01FA01 - rituximab""","ATC L01FA01","rituximab","UploadData","UploadData","",0,0,0,0,"GEN148978","Rituximab","","""54a16c7650""","UploadData","","""6467faca77""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J01XX08 - linezolid""","ATC J01XX08","linezolid","UploadData","UploadData","",0,0,0,0,"GEN128484","Linezolid","","""b5bf221d34""","UploadData","","""c5d6a470b0""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC V03AC03 - deferasirox""","ATC V03AC03","deferasirox","UploadData","UploadData","",0,0,0,0,"GEN119314","Deferasirox","","""057746fad0""","UploadData","","""c7687da770""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC G03DB08 - dienogest""","ATC G03DB08","dienogest","UploadData","UploadData","",0,0,0,0,"GEN115564","Dienogest","","""87199ebf28""","UploadData","","""2b5c360238""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC D01AC03 - econazole""","ATC D01AC03","econazole","UploadData","UploadData","",0,0,0,0,"GEN113610","Econazole","","""7083c41a46""","UploadData","","""3a98e5e177""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J02AX04 - caspofungin""","ATC J02AX04","caspofungin","UploadData","UploadData","",0,0,0,0,"GEN113407","CaSpofungin","","""e8be363cbf""","UploadData","","""344cc66ec9""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A02BB01 - misoprostol""","ATC A02BB01","misoprostol","UploadData","UploadData","",0,0,0,0,"GEN107312","Misoprostol","","""aa059232dd""","UploadData","","""4193129c8c""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C01EA01 - alprostadil""","ATC C01EA01","alprostadil","UploadData","UploadData","",0,0,0,0,"GEN105897","Alprostadil","","""9db500329c""","UploadData","","""10ef499c72""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC G03GA05 - follitropin alfa""","ATC G03GA05","follitropin alfa","UploadData","UploadData","",0,0,0,0,"GEN105872","FOLLITROPIN ALFA","","""3306e1544c""","UploadData","","""ffc7da5b98""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC L04AA06 - mycophenolic acid""","ATC L04AA06","mycophenolic acid","UploadData","UploadData","",0,0,0,0,"GEN103952","mycophenolic acid","","""183ce21161""","UploadData","","""87f2cb7685""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N06AX12 - bupropion""","ATC N06AX12","bupropion","UploadData","UploadData","",0,0,0,0,"GEN97100","BUPROPION","","""9a2ef44059""","UploadData","","""986fd3e71d""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC L01BC02 - fluorouracil""","ATC L01BC02","fluorouracil","UploadData","UploadData","",0,0,0,0,"GEN96582","FLUOROURACIL","","""e337d651f8""","UploadData","","""2bdc766971""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N07AX01 - pilocarpine""","ATC N07AX01","pilocarpine","UploadData","UploadData","",0,0,0,0,"GEN96377","PILOCARPINE","","""6af49ed278""","UploadData","","""616c25722a""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC S01KA02 - hypromellose""","ATC S01KA02","hypromellose","UploadData","UploadData","",0,0,0,0,"GEN96376","Hypromellose","","""0974abb17a""","UploadData","","""6e9a5b7374""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC M01AH05 - etoricoxib""","ATC M01AH05","etoricoxib","UploadData","UploadData","",0,0,0,0,"GEN96153","ETORICOXIB","","""2ef041dc6f""","UploadData","","""a3a427a892""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC G03GA01 - chorionic gonadotrophin""","ATC G03GA01","chorionic gonadotrophin","UploadData","UploadData","",0,0,0,0,"GEN95462","Chorionic Gonadotrophin","","""c01b593ea6""","UploadData","","""b39c51a790""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C01CA01 - etilefrine""","ATC C01CA01","etilefrine","UploadData","UploadData","",0,0,0,0,"GEN95458","etilefrine","","""f43ed439fa""","UploadData","","""cc74d771fb""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A10AB05 - insulin aspart""","ATC A10AB05","insulin aspart","UploadData","UploadData","",0,0,0,0,"GEN90997","INSULIN ASPART","","""c1cfdeebb3""","UploadData","","""2546a8bd67""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A10AB04 - insulin lispro""","ATC A10AB04","insulin lispro","UploadData","UploadData","",0,0,0,0,"GEN90995","INSULIN LISPRO","","""69f3f8dcd9""","UploadData","","""8cf9dabeb9""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N07XX05 - amifampridine""","ATC N07XX05","amifampridine","UploadData","UploadData","",0,0,0,0,"GEN89603","amifampridine","","""3dba25b3d4""","UploadData","","""8f363517c6""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC H05AA02 - teriparatide""","ATC H05AA02","teriparatide","UploadData","UploadData","",0,0,0,0,"GEN88656","teriparatide","","""c7ef846c3d""","UploadData","","""a874117e6a""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J05AJ03 - dolutegravir""","ATC J05AJ03","dolutegravir","UploadData","UploadData","",0,0,0,0,"GEN88477","DOLUTEGRAVIR","","""78a42f1712""","UploadData","","""7356f9b1c1""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C03DA04 - eplerenone""","ATC C03DA04","eplerenone","UploadData","UploadData","",0,0,0,0,"GEN68787","Eplerenone","","""e3b291a368""","UploadData","","""5675ab3efb""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A10BH02 - vildagliptin""","ATC A10BH02","vildagliptin","UploadData","UploadData","",0,0,0,0,"GEN68784","Vildagliptin","","""b53e8f513b""","UploadData","","""0e5021c9fe""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A07XA04 - racecadotril""","ATC A07XA04","racecadotril","UploadData","UploadData","",0,0,0,0,"GEN67457","RACECADOTRIL","","""2757698860""","UploadData","","""f6c6907a66""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C03BA08 - metolazone""","ATC C03BA08","metolazone","UploadData","UploadData","",0,0,0,0,"GEN66206","METOLAZONE","","""9397b1d236""","UploadData","","""5cee849c86""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC G03AC09 - desogestrel""","ATC G03AC09","desogestrel","UploadData","UploadData","",0,0,0,0,"GEN65250","desogestrel","","""4d9cc39467""","UploadData","","""1c706c7a5e""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC L01DC03 - mitomycin""","ATC L01DC03","mitomycin","UploadData","UploadData","",0,0,0,0,"GEN63177","mitomycin","","""7e52d057df""","UploadData","","""e9b731baf8""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC D01AE22 - naftifine""","ATC D01AE22","naftifine","UploadData","UploadData","",0,0,0,0,"GEN61707","naftifine","","""92bc60a956""","UploadData","","""ec9e1ffdd0""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J05AB14 - valganciclovir""","ATC J05AB14","valganciclovir","UploadData","UploadData","",0,0,0,0,"GEN61528","valganciclovir","","""da5d6ac078""","UploadData","","""611c878f3f""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC G04CA02 - tamsulosin""","ATC G04CA02","tamsulosin","UploadData","UploadData","",0,0,0,0,"GEN61520","TAMSULOSIN","","""9798cd27fa""","UploadData","","""d9d11a3938""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC D10AD04 - isotretinoin""","ATC D10AD04","isotretinoin","UploadData","UploadData","",0,0,0,0,"GEN59498","isotretinoin","","""aa7af4d63a""","UploadData","","""998b04cdeb""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC B01AF01 - rivaroxaban""","ATC B01AF01","rivaroxaban","UploadData","UploadData","",0,0,0,0,"GEN57925","Rivaroxaban","","""6b2649d638""","UploadData","","""bfc02860a2""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N07CA03 - flunarizine""","ATC N07CA03","flunarizine","UploadData","UploadData","",0,0,0,0,"GEN55833","Flunarizine","","""3b978feff0""","UploadData","","""0765a69aef""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC M04AA03 - febuxostat""","ATC M04AA03","febuxostat","UploadData","UploadData","",0,0,0,0,"GEN54936","febuxostat","","""4b66d9b913""","UploadData","","""cfb17fc011""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC H02AB13 - deflazacort""","ATC H02AB13","deflazacort","UploadData","UploadData","",0,0,0,0,"GEN52055","DEFLAZACORT","","""793ee59425""","UploadData","","""5b5140dc57""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC S01EE04 - travoprost""","ATC S01EE04","travoprost","UploadData","UploadData","",0,0,0,0,"GEN50360","TRAVOPROST","","""c7f28da429""","UploadData","","""ea3b820846""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC D01AE21 - flucytosine""","ATC D01AE21","flucytosine","UploadData","UploadData","",0,0,0,0,"GEN49892","FLUCYTOSINE","","""348ce1753b""","UploadData","","""27f84533d3""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A01AB04 - amphotericin B""","ATC A01AB04","amphotericin B","UploadData","UploadData","",0,0,0,0,"GEN49885","AMPHOTERICIN B","","""4558f0a0bf""","UploadData","","""68445bb698""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC L02BG06 - exemestane""","ATC L02BG06","exemestane","UploadData","UploadData","",0,0,0,0,"GEN49372","EXEMESTANE","","""d36b09b506""","UploadData","","""10b0a50363""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC A10BX02 - repaglinide""","ATC A10BX02","repaglinide","UploadData","UploadData","",0,0,0,0,"GEN46496","Repaglinide","","""4d22d5ea97""","UploadData","","""5e261b769b""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C01BB01 - lidocaine""","ATC C01BB01","lidocaine","UploadData","UploadData","",0,0,0,0,"GEN46095","Lidocaine","","""fcc65d3bda""","UploadData","","""0663319bed""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC P01BD01 - pyrimethamine""","ATC P01BD01","pyrimethamine","UploadData","UploadData","",0,0,0,0,"GEN45241","Pyrimethamine","","""bf99d388bc""","UploadData","","""80dcf6c0f4""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C01DA02 - glyceryl trinitrate""","ATC C01DA02","glyceryl trinitrate","UploadData","UploadData","",0,0,0,0,"GEN44099","glyceryl trinitrate","","""623bec2ef0""","UploadData","","""3fe7d4c5d2""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C08CA06 - nimodipine""","ATC C08CA06","nimodipine","UploadData","UploadData","",0,0,0,0,"GEN44096","niMODipine","","""1de298dd4e""","UploadData","","""7f6dc25728""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C08CA04 - nicardipine""","ATC C08CA04","nicardipine","UploadData","UploadData","",0,0,0,0,"GEN44095","niCARdipine","","""580856db4e""","UploadData","","""ae556535aa""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC C01CA04 - dopamine""","ATC C01CA04","dopamine","UploadData","UploadData","",0,0,0,0,"GEN44094","DOPamine","","""e9b42b9ad7""","UploadData","","""e30d7469bd""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC S01EB09 - acetylcholine""","ATC S01EB09","acetylcholine","UploadData","UploadData","",0,0,0,0,"GEN44093","acetylCHOLINE","","""819e1072b0""","UploadData","","""68faf18422""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N05BA06 - lorazepam""","ATC N05BA06","lorazepam","UploadData","UploadData","",0,0,0,0,"GEN44092","LORazepam","","""cb282faf65""","UploadData","","""4b093affa0""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC J01FA11 - miocamycin""","ATC J01FA11","miocamycin","UploadData","UploadData","",0,0,0,0,"GEN43846","Miocamycin","","""a635e9c013""","UploadData","","""4c49397d2d""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC N02CX01 - pizotifen""","ATC N02CX01","pizotifen","UploadData","UploadData","",0,0,0,0,"GEN43838","PIZOTIFEN","","""4882653e63""","UploadData","","""c2d3fd1db7""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC P03AC04 - permethrin""","ATC P03AC04","permethrin","UploadData","UploadData","",0,0,0,0,"GEN12615","PERMETHRIN","","""e41419887b""","UploadData","","""9488368897""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC L01AA06 - ifosfamide""","ATC L01AA06","ifosfamide","UploadData","UploadData","",0,0,0,0,"GEN11142","IFOSFAMIDE","","""739289565f""","UploadData","","""0499b965df""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","""ATC D10AD02 - retinol""","ATC D10AD02","retinol","UploadData","UploadData","",0,0,0,0,"GEN02062","RETINOL","","""a3ee33e42c""","UploadData","","""0dc2b7f9f7""","UploadData","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
